cityname,year,earthquake
BURSA,2019,1
CANAKKALE,2019,2
CANKIRI,2019,6
CORUM,2019,0
DENIZLI,2019,10
DIYARBAKIR,2019,2
DUZCE,2019,0
EDIRNE,2019,0
ELAZIG,2019,0
ERZINCAN,2019,1
ERZURUM,2019,2
ESKISEHIR,2019,0
GAZIANTEP,2019,0
GIRESUN,2019,0
GUMUSHANE,2019,0
HAKKARI,2019,0
HATAY,2019,1
IGDIR,2019,0
ISPARTA,2019,0
ISTANBUL,2019,0
IZMIR,2019,1
KAHRAMANMARAS,2019,0
KARABUK,2019,0
KARAMAN,2019,0
KARS,2019,0
KASTAMONU,2019,0
KAYSERI,2019,0
KILIS,2019,0
KIRIKKALE,2019,0
KIRKLARELI,2019,0
KIRSEHIR,2019,0
KOCAELI,2019,0
KONYA,2019,0
KUTAHYA,2019,0
MALATYA,2019,6
MANISA,2019,2
MARDIN,2019,0
MERSIN,2019,0
MUGLA,2019,3
MUS,2019,0
NEVSEHIR,2019,0
NIGDE,2019,0
ORDU,2019,0
OSMANIYE,2019,1
RIZE,2019,0
SAKARYA,2019,2
SAMSUN,2019,0
SANLIURFA,2019,0
SIIRT,2019,0
SINOP,2019,0
SIRNAK,2019,0
SIVAS,2019,0
TEKIRDAG,2019,0
TOKAT,2019,0
TRABZON,2019,0
TUNCELI,2019,1
USAK,2019,0
VAN,2019,2
YALOVA,2019,0
YOZGAT,2019,0
ZONGULDAK,2019,0
ADANA,2020,1
ADIYAMAN,2020,1
AFYONKARAHISAR,2020,0
AGRI,2020,0
AKSARAY,2020,1
AMASYA,2020,0
ANKARA,2020,2
ANTALYA,2020,2
ARDAHAN,2020,0
ARTVIN,2020,0
AYDIN,2020,0
BALIKESIR,2020,0
BARTIN,2020,0
BATMAN,2020,0
BAYBURT,2020,1
BILECIK,2020,0
BINGOL,2020,5
BITLIS,2020,2
BOLU,2020,0
BURDUR,2020,0
BURSA,2020,0
CANAKKALE,2020,0
CANKIRI,2020,1
CORUM,2020,2
DENIZLI,2020,0
DIYARBAKIR,2020,0
DUZCE,2020,0
EDIRNE,2020,0
ELAZIG,2020,23
ERZINCAN,2020,1
ERZURUM,2020,5
ESKISEHIR,2020,0
GAZIANTEP,2020,0
GIRESUN,2020,0
GUMUSHANE,2020,0
HAKKARI,2020,0
HATAY,2020,1
IGDIR,2020,0
ISPARTA,2020,0
ISTANBUL,2020,0
IZMIR,2020,0
KAHRAMANMARAS,2020,1
KARABUK,2020,0
KARAMAN,2020,0
KARS,2020,0
KASTAMONU,2020,0
KAYSERI,2020,0
KILIS,2020,0
KIRIKKALE,2020,0
KIRKLARELI,2020,0
KIRSEHIR,2020,0
KOCAELI,2020,0
KONYA,2020,2
KUTAHYA,2020,0
MALATYA,2020,23
MANISA,2020,17
MARDIN,2020,0
MERSIN,2020,1
MUGLA,2020,3
MUS,2020,1
NEVSEHIR,2020,0
NIGDE,2020,0
ORDU,2020,0
OSMANIYE,2020,1
RIZE,2020,0
SAKARYA,2020,0
SAMSUN,2020,0
SANLIURFA,2020,1
SIIRT,2020,2
SINOP,2020,0
SIRNAK,2020,0
SIVAS,2020,0
TEKIRDAG,2020,0
TOKAT,2020,0
TRABZON,2020,0
TUNCELI,2020,1
USAK,2020,0
VAN,2020,16
YALOVA,2020,0
YOZGAT,2020,0
ZONGULDAK,2020,0
ADANA,2021,0
ADIYAMAN,2021,0
AFYONKARAHISAR,2021,1
AGRI,2021,1
AKSARAY,2021,0
AMASYA,2021,0
ANKARA,2021,1
ANTALYA,2021,1
ARDAHAN,2021,0
ARTVIN,2021,0
AYDIN,2021,1
BALIKESIR,2021,0
BARTIN,2021,0
BATMAN,2021,0
BAYBURT,2021,0
BILECIK,2021,0
BINGOL,2021,2
BITLIS,2021,0
BOLU,2021,0
BURDUR,2021,1
BURSA,2021,0
CANAKKALE,2021,0
CANKIRI,2021,0
CORUM,2021,4
DENIZLI,2021,4
DIYARBAKIR,2021,0
DUZCE,2021,1
EDIRNE,2021,0
ELAZIG,2021,2
ERZINCAN,2021,2
ERZURUM,2021,2
ESKISEHIR,2021,0
GAZIANTEP,2021,0
GIRESUN,2021,0
GUMUSHANE,2021,0
HAKKARI,2021,0
HATAY,2021,0
IGDIR,2021,0
ISPARTA,2021,0
ISTANBUL,2021,1
IZMIR,2021,1
KAHRAMANMARAS,2021,0
KARABUK,2021,0
KARAMAN,2021,0
KARS,2021,0
KASTAMONU,2021,1
KAYSERI,2021,3
KILIS,2021,0
KIRIKKALE,2021,0
KIRKLARELI,2021,0
KIRSEHIR,2021,0
KOCAELI,2021,0
KONYA,2021,4
KUTAHYA,2021,2
MALATYA,2021,2
MANISA,2021,0
MARDIN,2021,0
MERSIN,2021,0
MUGLA,2021,1
MUS,2021,0
NEVSEHIR,2021,0
NIGDE,2021,0
ORDU,2021,0
OSMANIYE,2021,3
RIZE,2021,0
SAKARYA,2021,0
SAMSUN,2021,0
SANLIURFA,2021,0
SIIRT,2021,0
SINOP,2021,0
SIRNAK,2021,0
SIVAS,2021,3
TEKIRDAG,2021,0
TOKAT,2021,1
TRABZON,2021,0
TUNCELI,2021,0
USAK,2021,0
VAN,2021,6
YALOVA,2021,0
YOZGAT,2021,0
ZONGULDAK,2021,0
ADANA,2022,1
ADIYAMAN,2022,0
AFYONKARAHISAR,2022,0
AGRI,2022,0
AKSARAY,2022,0
AMASYA,2022,0
ANKARA,2022,0
ANTALYA,2022,1
ARDAHAN,2022,0
ARTVIN,2022,0
AYDIN,2022,1
BALIKESIR,2022,3
BARTIN,2022,0
BATMAN,2022,0
BAYBURT,2022,0
BILECIK,2022,0
BINGOL,2022,2
BITLIS,2022,1
BOLU,2022,0
BURDUR,2022,0
BURSA,2022,1
CANAKKALE,2022,2
CANKIRI,2022,0
CORUM,2022,2
DENIZLI,2022,0
DIYARBAKIR,2022,0
DUZCE,2022,5
EDIRNE,2022,0
ELAZIG,2022,1
ERZINCAN,2022,2
ERZURUM,2022,3
ESKISEHIR,2022,0
GAZIANTEP,2022,1
GIRESUN,2022,0
GUMUSHANE,2022,0
HAKKARI,2022,0
HATAY,2022,1
IGDIR,2022,0
ISPARTA,2022,0
ISTANBUL,2022,0
IZMIR,2022,2
KAHRAMANMARAS,2022,4
KARABUK,2022,0
KARAMAN,2022,0
KARS,2022,3
KASTAMONU,2022,2
KAYSERI,2022,1
KILIS,2022,0
KIRIKKALE,2022,0
KIRKLARELI,2022,0
KIRSEHIR,2022,0
KOCAELI,2022,0
KONYA,2022,1
KUTAHYA,2022,1
MALATYA,2022,4
MANISA,2022,1
MARDIN,2022,0
MERSIN,2022,0
MUGLA,2022,4
MUS,2022,0
NEVSEHIR,2022,0
NIGDE,2022,0
ORDU,2022,0
OSMANIYE,2022,1
RIZE,2022,0
SAKARYA,2022,0
SAMSUN,2022,0
SANLIURFA,2022,0
SIIRT,2022,0
SINOP,2022,0
SIRNAK,2022,0
SIVAS,2022,1
TEKIRDAG,2022,0
TOKAT,2022,0
TRABZON,2022,0
TUNCELI,2022,0
USAK,2022,0
VAN,2022,4
YALOVA,2022,1
YOZGAT,2022,0
ZONGULDAK,2022,0
ADANA,2023,16
ADIYAMAN,2023,68
AFYONKARAHISAR,2023,0
AGRI,2023,0
AKSARAY,2023,0
AMASYA,2023,0
ANKARA,2023,1
ANTALYA,2023,2
ARDAHAN,2023,0
ARTVIN,2023,0
AYDIN,2023,0
BALIKESIR,2023,0
BARTIN,2023,0
BATMAN,2023,0
BAYBURT,2023,0
BILECIK,2023,0
BINGOL,2023,8
BITLIS,2023,0
BOLU,2023,2
BURDUR,2023,1
BURSA,2023,0
CANAKKALE,2023,1
CANKIRI,2023,0
CORUM,2023,0
DENIZLI,2023,0
DIYARBAKIR,2023,2
DUZCE,2023,0
EDIRNE,2023,0
ELAZIG,2023,12
ERZINCAN,2023,1
ERZURUM,2023,2
ESKISEHIR,2023,0
GAZIANTEP,2023,27
GIRESUN,2023,0
GUMUSHANE,2023,0
HAKKARI,2023,2
HATAY,2023,62
IGDIR,2023,0
ISPARTA,2023,0
ISTANBUL,2023,0
IZMIR,2023,2
KAHRAMANMARAS,2023,221
KARABUK,2023,0
KARAMAN,2023,0
KARS,2023,0
KASTAMONU,2023,2
KAYSERI,2023,5
KILIS,2023,0
KIRIKKALE,2023,0
KIRKLARELI,2023,0
KIRSEHIR,2023,0
KOCAELI,2023,0
KONYA,2023,6
KUTAHYA,2023,0
MALATYA,2023,82
MANISA,2023,0
MARDIN,2023,0
MERSIN,2023,0
MUGLA,2023,2
MUS,2023,0
NEVSEHIR,2023,0
NIGDE,2023,0
ORDU,2023,0
OSMANIYE,2023,3
RIZE,2023,0
SAKARYA,2023,0
SAMSUN,2023,0
SANLIURFA,2023,0
SIIRT,2023,0
SINOP,2023,0
SIRNAK,2023,0
SIVAS,2023,1
TEKIRDAG,2023,0
TOKAT,2023,1
TRABZON,2023,0
TUNCELI,2023,1
USAK,2023,0
VAN,2023,3
YALOVA,2023,0
YOZGAT,2023,0
ZONGULDAK,2023,0
